Formant,Category,PerturbationType,Mean,SEM,Reference,Effect,Percent_Change,T_Statistic,P_Value,Significant
F2,Affricate,scattered_jitter,0.18333333333333335,0.01834787302235451,0.15308333333333332,0.030250000000000027,19.760479041916188,,,
F2,Flap,loss,0.21033333333333334,0.010591401124392266,0.19470833333333334,0.015625,8.024823453884014,,,
F2,Flap,truncation,0.1585,0.010541189053738988,0.19470833333333334,-0.03620833333333334,-18.59619088380056,,,
F2,Flap,jitter,0.21333333333333335,0.008826727089420582,0.19470833333333334,0.018625000000000003,9.565589557029746,,,
F2,Flap,scattered_jitter,0.19666666666666666,0.00870887159421038,0.19470833333333334,0.001958333333333312,1.0057778728867854,,,
F2,Glottal Stop,loss,0.0845,0.005863730325768173,0.07754166666666666,0.006958333333333344,8.973670069854931,,,
F2,Glottal Stop,truncation,0.07116666666666667,0.007185247231499956,0.07754166666666666,-0.006374999999999992,-8.221386351423956,,,
F2,Glottal Stop,jitter,0.06483333333333334,0.0037896056669673574,0.07754166666666666,-0.012708333333333321,-16.38903815153142,,,
F2,Glottal Stop,scattered_jitter,0.08966666666666667,0.004379243973310665,0.07754166666666666,0.01212500000000001,15.6367544331005,,,
F2,Epenthetic,loss,0.1685,0.005200961449578337,0.13829166666666667,0.030208333333333337,21.843928894245256,,,
F2,Epenthetic,truncation,0.12733333333333335,0.015660282387123307,0.13829166666666667,-0.01095833333333332,-7.924073516119303,,,
F2,Epenthetic,jitter,0.08616666666666667,0.007272856690767698,0.13829166666666667,-0.052125000000000005,-37.69207592648388,,,
F2,Epenthetic,scattered_jitter,0.1711666666666667,0.007520712141221142,0.13829166666666667,0.032875000000000015,23.77222054835795,,,
F2,Silence,loss,0.10033333333333333,0.005748429737279951,0.09620833333333334,0.00412499999999999,4.287570376786476,,,
F2,Silence,truncation,0.11716666666666666,0.014905069980080976,0.09620833333333334,0.020958333333333315,21.784322217410114,,,
F2,Silence,jitter,0.07983333333333333,0.012843718741513736,0.09620833333333334,-0.016375000000000015,-17.020355132091826,,,
F2,Silence,scattered_jitter,0.08750000000000001,0.009697937925146767,0.09620833333333334,-0.008708333333333332,-9.051537462104806,,,
F2,Syllabic Consonant,loss,0.07533333333333335,0.010400854665736745,0.08825,-0.012916666666666646,-14.636449480642092,,,
F2,Syllabic Consonant,truncation,0.09949999999999998,0.009888545562080065,0.08825,0.011249999999999982,12.747875354107629,,,
F2,Syllabic Consonant,jitter,0.10016666666666667,0.008852181149926336,0.08825,0.011916666666666673,13.503305004721442,,,
F2,Syllabic Consonant,scattered_jitter,0.078,0.007659416862050706,0.08825,-0.010249999999999995,-11.614730878186965,,,
